etID  | Proto-Indo-European | Proto-Balkan-Indo-European | Archaic Proto-Albanian | Classical Proto-Albanian | Middle Proto-Albanian I | Middle Proto-Albanian II | Late Proto-Albanian I | Late Proto-Albanian II | Late Proto-Albanian III | Proto-Tosk-SGheg {GOLD} | Proto-Tosk | Old North Tosk | Standard Albanian | Output {GOLD}
264    | ... | ... | ... | ... | ... | ... | ... | #sˌɛ̃jˈitɪ# | *#sˌɛ̃jˈitɪ# | *#sˌɛ̃jˈit# {GOLD: >*} | *#sˌɛ̃jˈit# | *#səjˈit# | *#səjˈit# | *#səjˈit# {GOLD: #sˈit#}
265    | ... | ... | ... | ... | ... | ... | ... | ... | #sˈitɒ# | *#sˈitə# {GOLD: >*} | *#sˈitə# | *#sˈitə# | *#sˈitə# | *#sˈitə# {GOLD: #sˈitə#}
266    | ... | ... | ... | ... | ... | ... | ... | ... | #sˈitʊkɑ# | *#sˈitkə# {GOLD: >*} | *#sˈitkə# | *#sˈitkə# | *#sˈitkə# | *#sˈitkə# {GOLD: #sˈitkə#}
267    | ... | ... | ... | ... | ... | ... | ... | ... | #sˈitʊkɑ# | *#sˈitkə# {GOLD: >*} | *#sˈitkə# | *#sˈitkə# | *#sˈitkə# | *#sˈitkə# {GOLD: #sˈitkə#}
268    | ... | ... | ... | ... | ... | ... | ... | ... | #sˌʊtˈinɑ# | *#sˌʊtˈĩːnə# {GOLD: >*} | *#sˌʊtˈĩːɾə# | *#sətˈiɾə# | *#sətˈiɾə# | *#sətˈiɾə# {GOLD: #sɔtˈinə#}
269    | ... | ... | ... | ... | ... | ... | ... | #sˌɒ̃dˈɔɲ# | *#sˌɒ̃dˈɔɲ# | *#sˌãdˈɔ̃ːɲ# {GOLD: >*} | *#sˌə̃dˈɔ̃ːɲ# | *#sədˈɔɲ# | *#sədˈɔɲ# | *#sədˈɔɲ# {GOLD: #sɔndˈɔj#}
270    | ... | ... | ... | ... | ... | ... | ... | ... | #sˌɒβˈɑdlʊkɑ# | *#sˌavˈadʎkə# {GOLD: >*} | *#sˌavˈadʎkə# | *#səvˈadjkə# | *#səvˈadjkə# | *#səvˈadjkə# {GOLD: #sɔvˈajkə#}
271    | ... | ... | ... | ... | ... | ... | ... | ... | #skˈɒrɒ# | *#skˈaːrə# {GOLD: >*} | *#skˈaːɾə# | *#skˈaɾə# | *#skˈaɾə# | *#skˈaɾə# {GOLD: #skˈɔrə#}
272    | ... | ... | ... | ... | ... | ... | ... | #skˌɒɾlˈupɑ# | *#skˌɒɾlˈupɑ# | *#skˌaɾlˈupə# {GOLD: >*} | *#skˌaɾlˈupə# | *#skəɾlˈupə# | *#skəɾlˈupə# | *#skəɾlˈupə# {GOLD: #sklˠˈupə#}
273    | ... | ... | ... | ... | ... | ... | ... | #skrˈɒβnɑ# | *#skrˈɒβnɑ# | *#skrˈaːvnə# {GOLD: >*} | *#skɾˈaːvnə# | *#skɾˈavnə# | *#skɾˈavnə# | *#skɾˈavnə# {GOLD: #skɾˈɔmə#}
274    | ... | ... | ... | ... | ... | ... | ... | ... | #sʊlˈɒɡʊ# | *#slˈaɡ# {GOLD: >*} | *#slˈaɡ# | *#slˈaɡ# | *#slˈaɡ# | *#slˈaɡ# {GOLD: #slˠˈɔɡ#}
275    | ... | ... | ... | ... | ... | ... | ... | ... | #sˌɒ̃dˈɔ̃ɲ# | *#sˌãdˈɔ̃ːɲ# {GOLD: >*} | *#sˌə̃dˈɔ̃ːɲ# | *#sədˈɔɲ# | *#sədˈɔɲ# | *#sədˈɔɲ# {GOLD: #sundˈɔj#}
276    | ... | ... | ... | ... | ... | ... | ... | ... | #sˈuxɑ# | *#sˈuxə# {GOLD: >*} | *#sˈuhə# | *#sˈuhə# | *#sˈuhə# | *#sˈuhə# {GOLD: #sˈuhə#}
277    | ... | ... | ... | ... | ... | ... | ... | #sˈukulɒ# | *#sˈukulɒ# | *#sˈukulə# {GOLD: >*} | *#sˈukulə# | *#sˈukulə# | *#sˈukulə# | *#sˈukulə# {GOLD: #sˈukulˠ#}
278    | ... | ... | ... | ... | ... | ... | ... | ... | #slˈɒtɑ# | *#slˈatə# {GOLD: >*} | *#slˈatə# | *#slˈatə# | *#slˈatə# | *#slˈatə# {GOLD: #scˈɔtə#}
279    | ... | ... | ... | ... | ... | ... | ... | #slˈufuɾɛ# | *#slˈufuɾɛ# | *#slˈuːfuɾ# {GOLD: >*} | *#slˈuːfuɾ# | *#slˈufuɾ# | *#slˈufuɾ# | *#slˈufuɾ# {GOLD: #scˈufuɾ#}
280    | ... | ... | ... | ... | ... | ... | ... | ... | #strˌɪkˈɑtɪ# | *#strˌɪkˈat# {GOLD: >*} | *#stɾˌɪkˈat# | *#stɾəkˈat# | *#stɾəkˈat# | *#stɾəkˈat# {GOLD: #stəɾkˈat#}
281    | ... | ... | ... | ... | ... | ... | ... | ... | #stˌərβˈitɪ# | *#stˌərvˈit# {GOLD: >*} | *#stˌəɾvˈit# | *#stəɾvˈit# | *#stəɾvˈit# | *#stəɾvˈit# {GOLD: #stəɾvˈit#}
282    | ... | ... | ... | ... | ... | ... | ... | ... | #stˌɪrβˈinɑ# | *#stˌɪrvˈĩːnə# {GOLD: >*} | *#stˌɪɾvˈĩːɾə# | *#stəɾvˈiɾə# | *#stəɾvˈiɾə# | *#stəɾvˈiɾə# {GOLD: #stəɾvˈinə#}
283    | ... | ... | ... | ... | ... | ... | ... | ... | #stˈɛʎɑ# | *#stˈɛːʎə# {GOLD: >*} | *#stˈɛːʎə# | *#stˈɛjə# | *#stˈɛjə# | *#stˈɛjə# {GOLD: #stˈɛjə#}
284    | ... | ... | ... | ... | ... | ... | ... | ... | #stˈɪpɪ# | *#stˈɪp# {GOLD: >*} | *#stˈɪp# | *#stˈɪp# | *#stˈɪp# | *#stˈɪp# {GOLD: #stˈɛp#}
285    | ... | ... | ... | ... | ... | ... | ... | ... | #strˈæxɑ# | *#strˈɛxə# {GOLD: >*} | *#stɾˈɛhə# | *#stɾˈɛhə# | *#stɾˈɛhə# | *#stɾˈɛhə# {GOLD: #stɾˈɛhə#}
286    | ... | ... | ... | ... | ... | ... | ... | ... | #strˈɒkɑ# | *#strˈakə# {GOLD: >*} | *#stɾˈakə# | *#stɾˈakə# | *#stɾˈakə# | *#stɾˈakə# {GOLD: #stɾˈɔkə#}
287    | ... | ... | ... | ... | ... | ... | ... | ... | #strˈʊkɑ# | *#strˈʊkə# {GOLD: >*} | *#stɾˈʊkə# | *#stɾˈʊkə# | *#stɾˈʊkə# | *#stɾˈʊkə# {GOLD: #stɾˈukə#}
288    | ... | ... | ... | ... | ... | ... | ... | ... | #strˈumɨ# | *#strˈũːmb# {GOLD: >*} | *#stɾˈũːmb# | *#stɾˈumb# | *#stɾˈumb# | *#stɾˈumb# {GOLD: #stɾˈum#}
289    | ... | ... | ... | ... | ... | ... | ... | ... | #səmiʎˈɑtɪ# | *#sə̃miʎˈat# {GOLD: >*} | *#sə̃mbiʎˈat# | *#səmbəjˈat# | *#səmbəjˈat# | *#səmbəjˈat# {GOLD: #smilˈat#}
290    | ... | ... | ... | ... | ... | ... | ... | ... | #zˌɑbˈælʊ# | *#zˌabˈɛːl# {GOLD: >*} | *#zˌabˈɛːl# | *#zəbˈɛl# | *#zəbˈɛl# | *#zəbˈɛl# {GOLD: #zabˈɛl#}
291    | ... | ... | ... | ... | ... | ... | #zˌɑbˈɔːjɪ# | *#zˌɑbˈɔːjɪ# | *#zˌɑbˈɔːjɪ# | *#zˌabˈɔːj# {GOLD: #zˌabˈuo̯#} | *#zˌabˈɔːj# | *#zəbˈɔj# | *#zəbˈɔj# | *#zəbˈɔj# {GOLD: #zabˈua̯#}
292    | ... | ... | ... | ... | ... | ... | #zˌɒ̃bˈiʃtɪ# | *#zˌɒ̃bˈiʃtɪ# | *#zˌɒ̃bˈiʃtɪ# | *#zˌãbˈiːʃt# {GOLD: #zˌãmbˈiʃt#} | *#zˌə̃bˈiːʃt# | *#zəbˈiʃt# | *#zəbˈit͡ʃt# | *#zəbˈit͡ʃt# {GOLD: #zəmbˈiʃt#}
293    | ... | ... | ... | ... | ... | ... | #zˌɒ̃bʊlˈɑkʊ# | *#zˌɒ̃bʊlˈɑkʊ# | *#zˌɒ̃bʊlˈɑkʊ# | *#zˌãblˈak# {GOLD: #zˌɑ̃mblˈak#} | *#zˌə̃blˈak# | *#zəblˈak# | *#zəblˈak# | *#zəblˈak# {GOLD: #zəmblˈak#}
294    | ... | ... | ... | ... | ... | ... | #zˈɒ̃bʊsæ# | *#zˈɒ̃bʊʃæ# | *#zˈɒ̃bʊʃæ# | *#zˈãbʃ# {GOLD: #zˈɑ̃mpʃə#} | *#zˈə̃bʃ# | *#zˈəbʃ# | *#zˈəbʃ# | *#zˈəbʃ# {GOLD: #zˈəmt͡ʃə#}
295    | ... | ... | ... | ... | ... | ... | #zˈɯʃɑ# | *#zˈɯʃɑ# | *#zˈɯʃɑ# | *#zˈuːʃə# {GOLD: >*} | *#zˈuːʃə# | *#zˈuʃə# | *#zˈuʃə# | *#zˈuʃə# {GOLD: #zˈuʃə#}
296    | ... | ... | ... | ... | ... | ... | ... | ... | #jˌɪzbɑβˈitɪ# | *#jˌɪzbavˈit# {GOLD: >*} | *#jˌɪzbavˈit# | *#jˌɪzbəvˈit# | *#jɪzbəvˈit# | *#jɪzbəvˈit# {GOLD: #zbavˈit#}
297    | ... | ... | ... | ... | ... | ... | #zwˌærˈiʃtɛ# | *#zwˌærˈiʃtɛ# | *#zwˌærˈiʃtɛ# | *#zvˌɛrˈiːʃt# {GOLD: >*} | *#zvˌɛɾˈiːʃt# | *#zvəɾˈiʃt# | *#zvəɾˈit͡ʃt# | *#zvəɾˈit͡ʃt# {GOLD: #zvaɾˈiʃt#}
298    | ... | ... | ... | ... | ... | ... | #nˌɛrˈɑnt͡sɑ# | *#nˌɛrˈɑnt͡sɑ# | *#nˌɛrˈɑnt͡sɑ# | *#nˌɛrˈãːt͡sə# {GOLD: >*} | *#nˌɛɾˈəːt͡sə# | *#nɾˈət͡sə# | *#nɾˈət͡sə# | *#nɾˈət͡sə# {GOLD: #nɛɾˈənd͡zə#}
299    | ... | ... | ... | ... | ... | ... | ... | ... | #nˌɛpˈərtəkɑ# | *#nˌɛpˈəːrtəkə# {GOLD: >*} | *#nˌɛpˈəːɾtəkə# | *#npˈəɾtəkə# | *#npˈəɾtəkə# | *#npˈəɾtəkə# {GOLD: #nɛpˈəɾkə#}
300    | ... | ... | ... | ... | ... | ... | ... | ... | #nˌɛβˌærˈitɪ# | *#nˌɛvˌɛrˈit# {GOLD: >*} | *#nˌɛvˌɛɾˈit# | *#nˌɛvəɾˈit# | *#nɛvəɾˈit# | *#nɛvəɾˈit# {GOLD: #nɛvɛɾˈit#}
301    | ... | ... | ... | ... | ... | ... | ... | ... | #nˌɛβˈɒʎɑ# | *#nˌɛvˈaːʎə# {GOLD: >*} | *#nˌɛvˈaːʎə# | *#nəvˈajə# | *#nəvˈajə# | *#nəvˈajə# {GOLD: #nɛvˈɔjə#}
302    | ... | ... | ... | ... | ... | ... | ... | ... | #nˈæmʊ# | *#nˈɛ# {GOLD: >*} | *#nˈɛ# | *#nˈɛ# | *#nˈɛ# | *#nˈɛ# {GOLD: #nˈɛm#}
303    | ... | ... | ... | ... | ... | ... | ... | ... | #nˈæmɪt͡sɪ# | *#nˈɛ̃ːmt͡s# {GOLD: >*} | *#nˈɛ̃ːmt͡s# | *#nˈɛmt͡s# | *#nˈɛmt͡s# | *#nˈɛmt͡s# {GOLD: #nˈɛmɛt͡s#}
304    | ... | ... | ... | ... | ... | ... | ... | ... | #nˌɒʒˈikɑ# | *#nˌaʒˈikə# {GOLD: >*} | *#nˌaʒˈikə# | *#nəʒˈikə# | *#nəʒˈikə# | *#nəʒˈikə# {GOLD: #nɔzˈikə#}
305    | ... | ... | ... | ... | ... | ... | ... | ... | #nˈɒβʊkɑ# | *#nˈaːvkə# {GOLD: >*} | *#nˈaːvkə# | *#nˈavkə# | *#nˈavkə# | *#nˈavkə# {GOLD: #nˈɔfkə#}
306    | ... | ... | ... | ... | ... | ... | #ˌɒlkɒmˈɪjɛ# | *#ˌɒlkɒmˈɪjɛ# | *#ˌɒlkɒmˈɪjɛ# | *#hˌaʎkãmˈɪj# {GOLD: >*} | *#hˌaʎkə̃mˈɪj# | *#hˌajkəmˈɪj# | *#hajkəmˈɪj# | *#hajkəmˈɪj# {GOLD: #lakmˈi#}
307    | ... | ... | ... | ... | ... | ... | #lˌæsˈɒwɑ# | *#lˌæʃˈɒwɑ# | *#lˌæʃˈɒwɑ# | *#lˌɛʃˈawə# {GOLD: >*} | *#lˌɛʃˈawə# | *#ləʃˈawə# | *#ləʃˈawə# | *#ləʃˈawə# {GOLD: #laʃˈɔvə#}
308    | ... | ... | ... | ... | ... | ... | ... | ... | #lˌɑpˈuʃɑ# | *#lˌapˈuːʃə# {GOLD: >*} | *#lˌapˈuːʃə# | *#ləpˈuʃə# | *#ləpˈuʃə# | *#ləpˈuʃə# {GOLD: #lapˈuʃə#}
309    | ... | ... | ... | ... | ... | ... | #lˌɑbˈɒwɑ# | *#lˌɑbˈɒwɑ# | *#lˌɑbˈɒwɑ# | *#lˌabˈawə# {GOLD: >*} | *#lˌabˈawə# | *#ləbˈawə# | *#ləbˈawə# | *#ləbˈawə# {GOLD: #labˈɔvə#}
310    | ... | ... | ... | ... | ... | ... | #ˈɒlkɒmʊ# | *#ˈɒlkɒmʊ# | *#ˈɒlkɒmʊ# | *#hˈaːʎkə# {GOLD: >*} | *#hˈaːʎkə# | *#hˈajkə# | *#hˈajkə# | *#hˈajkə# {GOLD: #lˈakəm#}
311    | ... | ... | ... | ... | ... | ... | ... | ... | #dlˈɑtɒ# | *#dlˈatə# {GOLD: >*} | *#dlˈatə# | *#dlˈatə# | *#dlˈatə# | *#dlˈatə# {GOLD: #lˈatə#}
312    | ... | ... | ... | ... | ... | ... | #lˈɑbʊ# | *#lˈɑbʊ# | *#lˈɑbʊ# | *#lˈab# {GOLD: >*} | *#lˈab# | *#lˈab# | *#lˈab# | *#lˈab# {GOLD: #lˈab#}
313    | ... | ... | ... | ... | ... | ... | #lˌɒ̃ɡʊ# | *#lˌɒ̃ɡʊ# | *#lˌɒ̃ɡʊ# | *#lˌãɡ# {GOLD: >*} | *#lˌə̃ɡ# | *#lˌəɡ# | *#ləɡ# | *#ləɡ# {GOLD: #ləŋɡ#}
314    | ... | ... | ... | ... | ... | ... | #lˌɛ̃dˈinɑ# | *#lˌɛ̃dˈinɑ# | *#lˌɛ̃dˈinɑ# | *#lˌɛ̃dˈĩːnə# {GOLD: >*} | *#lˌɛ̃dˈĩːɾə# | *#lədˈiɾə# | *#lədˈiɾə# | *#lədˈiɾə# {GOLD: #ləndˈinə#}
315    | ... | ... | ... | ... | ... | ... | #lˈɒ̃ɡʊskɑ# | *#lˈɒ̃ɡʊʃkɑ# | *#lˈɒ̃ɡʊʃkɑ# | *#lˈãɡʃkə# {GOLD: >*} | *#lˈə̃ɡʃkə# | *#lˈəɡʃkə# | *#lˈəɡt͡ʃkə# | *#lˈəɡt͡ʃkə# {GOLD: #lˈənt͡skə#}
316    | ... | ... | ... | ... | ... | ... | ... | ... | #lˌit͡ʃˈitɪ# | *#lˌit͡ʃˈit# {GOLD: >*} | *#lˌit͡ʃˈit# | *#lət͡ʃˈit# | *#lət͡ʃˈit# | *#lət͡ʃˈit# {GOLD: #lɛt͡ʃˈit#}
317    | ... | ... | ... | ... | ... | ... | #lˌæsɪnˈit͡sɑ# | *#lˌæʃɪnˈit͡sɑ# | *#lˌæʃɪnˈit͡sɑ# | *#lˌɛʒnˈiːt͡sə# {GOLD: >*} | *#lˌɛʒnˈiːt͡sə# | *#ləʒnˈit͡sə# | *#ləʒnˈit͡sə# | *#ləʒnˈit͡sə# {GOLD: #lɛʃnˈit͡sə#}
318    | ... | ... | ... | ... | ... | ... | ... | ... | #lˌɛbɛtˈitɪ# | *#lˌɛbɛtˈit# {GOLD: >*} | *#lˌɛbɛtˈit# | *#lˌɛbətˈit# | *#lɛbətˈit# | *#lɛbətˈit# {GOLD: #lɛbɛtˈit#}
319    | ... | ... | ... | ... | ... | ... | ... | ... | #lˈæxɑ# | *#lˈɛxə# {GOLD: >*} | *#lˈɛhə# | *#lˈɛhə# | *#lˈɛhə# | *#lˈɛhə# {GOLD: #lˈɛhə#}
320    | ... | ... | ... | ... | ... | ... | #lˈæsɑ# | *#lˈæʃɑ# | *#lˈæʃɑ# | *#lˈɛːʃə# {GOLD: >*} | *#lˈɛːʃə# | *#lˈɛʃə# | *#lˈɛʃə# | *#lˈɛʃə# {GOLD: #lˈɛʃə#}
321    | ... | ... | ... | ... | ... | ... | #lˈæsɪɲɑ# | *#lˈæʃɪɲɑ# | *#lˈæʃɪɲɑ# | *#lˈɛːʒɲə# {GOLD: >*} | *#lˈɛːʒɲə# | *#lˈɛʒɲə# | *#lˈɛʒɲə# | *#lˈɛʒɲə# {GOLD: #lˈɛʃɲə#}
322    | ... | ... | ... | ... | ... | ... | ... | ... | #lˈæsɑ# | *#lˈɛːsə# {GOLD: >*} | *#lˈɛːsə# | *#lˈɛsə# | *#lˈɛsə# | *#lˈɛsə# {GOLD: #lˈɛsə#}
323    | ... | ... | ... | ... | ... | ... | ... | ... | #lˈɪstʊkrʊ# | *#lˈɪːstkr# {GOLD: >*} | *#lˈɪːstkɾ# | *#lˈɪstkɾ# | *#lˈɪstkɾ# | *#lˈɪstkɾ# {GOLD: #lˈɛskəɾ#}
324    | ... | ... | ... | ... | ... | ... | ... | ... | #lˈæʎɑ# | *#lˈɛːʎə# {GOLD: >*} | *#lˈɛːʎə# | *#lˈɛjə# | *#lˈɛjə# | *#lˈɛjə# {GOLD: #lˈɛlə#}
325    | ... | ... | ... | ... | ... | ... | #lˈixɒ# | *#lˈixɒ# | *#lˈixɒ# | *#lˈixə# {GOLD: >*} | *#lˈihə# | *#lˈihə# | *#lˈihə# | *#lˈihə# {GOLD: #lˈijə#}
326    | ... | ... | ... | ... | ... | ... | ... | ... | #lˈipɑ# | *#lˈipə# {GOLD: >*} | *#lˈipə# | *#lˈipə# | *#lˈipə# | *#lˈipə# {GOLD: #lˈipə#}
327    | ... | ... | ... | ... | ... | ... | ... | ... | #lˌɒpˈɑtɑ# | *#lˌapˈatə# {GOLD: >*} | *#lˌapˈatə# | *#ləpˈatə# | *#ləpˈatə# | *#ləpˈatə# {GOLD: #lɔpˈatə#}
328    | ... | ... | ... | ... | ... | ... | ... | ... | #lˈɒɡʊ# | *#lˈaɡ# {GOLD: >*} | *#lˈaɡ# | *#lˈaɡ# | *#lˈaɡ# | *#lˈaɡ# {GOLD: #lˈɔɡ#}
329    | ... | ... | ... | ... | ... | ... | ... | ... | #lˈɒzɑ# | *#lˈaːzə# {GOLD: >*} | *#lˈaːzə# | *#lˈazə# | *#lˈazə# | *#lˈazə# {GOLD: #lˈɔzə#}
330    | ... | ... | ... | ... | ... | ... | ... | #ʎˌuxˈɑtɪ# | *#ʎˌuxˈɑtɪ# | *#ʎˌuxˈat# {GOLD: >*} | *#ʎˌuhˈat# | *#jəhˈat# | *#jəhˈat# | *#jəhˈat# {GOLD: #luhˈat#}
331    | ... | ... | ... | ... | ... | ... | ... | ... | #lˌuʒˈiɑ# | *#lˌuʒˈiː# {GOLD: >*} | *#lˌuʒˈiː# | *#ləʒˈi# | *#ləʒˈi# | *#ləʒˈi# {GOLD: #luʒˈi#}
332    | ... | ... | ... | ... | ... | ... | #ʎˈutʊsɑ# | *#ʎˈutʊʃɑ# | *#ʎˈutʊʃɑ# | *#ʎˈutʃə# {GOLD: >*} | *#ʎˈutʃə# | *#jˈutʃə# | *#jˈutʃə# | *#jˈutʃə# {GOLD: #lˈuʃə#}
333    | ... | ... | ... | ... | ... | ... | #ʎˈutɑ# | *#ʎˈutɑ# | *#ʎˈutɑ# | *#ʎˈutə# {GOLD: >*} | *#ʎˈutə# | *#jˈutə# | *#jˈutə# | *#jˈutə# {GOLD: #lˈutə#}
334    | ... | ... | ... | ... | ... | ... | ... | ... | #lˈuspɑ# | *#lˈuːspə# {GOLD: >*} | *#lˈuːspə# | *#lˈuspə# | *#lˈuspə# | *#lˈuspə# {GOLD: #lˈuspə#}
335    | ... | ... | ... | ... | ... | ... | ... | #rˌɑɡˈɑlɪ# | *#rˌɑɡˈɑlɪ# | *#rˌaɡˈaːl# {GOLD: >*} | *#ɾˌaɡˈaːl# | *#ɾəɡˈal# | *#ɾəɡˈal# | *#ɾəɡˈal# {GOLD: #ɾaɡˈal#}
336    | ... | ... | ... | ... | ... | ... | #rˌɑdˈimɑ# | *#rˌɑdˈimɑ# | *#rˌɑdˈimɑ# | *#rˌadˈĩːmə# {GOLD: >*} | *#ɾˌadˈĩːmbə# | *#ɾədˈimbə# | *#ɾədˈimbə# | *#ɾədˈimbə# {GOLD: #ɾaðˈimə#}
337    | ... | ... | ... | ... | ... | ... | #wˌɒrbˈɪt͡sɪ# | *#wˌɒrbˈɪt͡sɪ# | *#wˌɒrbˈɪt͡sɪ# | *#wˌarbˈɪːt͡s# {GOLD: >*} | *#wˌaɾbˈɪːt͡s# | *#wəɾbˈɪt͡s# | *#wəɾbˈɪt͡s# | *#wəɾbˈɪt͡s# {GOLD: #ɾabˈɛt͡s#}
338    | ... | ... | ... | ... | ... | ... | #rˈɒwɑ# | *#rˈɒwɑ# | *#rˈɒwɑ# | *#rˈawə# {GOLD: >*} | *#ɾˈawə# | *#ɾˈawə# | *#ɾˈawə# | *#ɾˈawə# {GOLD: #ɾˈavə#}
339    | ... | ... | ... | ... | ... | ... | #rˈɒwʊkɑ# | *#rˈɒwʊkɑ# | *#rˈɒwʊkɑ# | *#rˈawkə# {GOLD: >*} | *#ɾˈawkə# | *#ɾˈawkə# | *#ɾˈawkə# | *#ɾˈawkə# {GOLD: #ɾˈavɡə#}
340    | ... | ... | ... | ... | ... | ... | ... | ... | #rˈæʒɪkɑ# | *#rˈɛːʒkə# {GOLD: >*} | *#ɾˈɛːʒkə# | *#ɾˈɛʒkə# | *#ɾˈɛʒkə# | *#ɾˈɛʒkə# {GOLD: #ɾˈɛʒɡə#}
341    | ... | ... | ... | ... | ... | ... | #rˈɛ̃dʊ# | *#rˈɛ̃dʊ# | *#rˈɛ̃dʊ# | *#rˈɛ̃d# {GOLD: >*} | *#ɾˈɛ̃d# | *#ɾˈɛd# | *#ɾˈɛd# | *#ɾˈɛd# {GOLD: #ɾˈɛnd#}
342    | ... | ... | ... | ... | ... | ... | ... | ... | #rˌɒjˈitɪ# | *#rˌajˈit# {GOLD: >*} | *#ɾˌajˈit# | *#ɾəjˈit# | *#ɾəjˈit# | *#ɾəjˈit# {GOLD: #ɾɔˈit#}
343    | ... | ... | ... | ... | ... | ... | #rˌɒɡɒwˈɪt͡ʃɪkɑ# | *#rˌɒɡɒwˈɪ?2ɪkɑ# | *#rˌɒɡɒwˈɪ?2ɪkɑ# | *#rˌaɡawˈɪː?2kə# {GOLD: >*} | *#ɾˌaɡawˈɪː?2kə# | *#ɾˌaɡəwˈɪ?2kə# | *#ɾaɡəwˈɪ?2kə# | *#ɾaɡəwˈɪ?2kə# {GOLD: #ɾɔɡɔvˈɛt͡skə#}
344    | ... | ... | ... | ... | ... | ... | ... | ... | #rˌɒtˈɑrɪ# | *#rˌatˈaːr# {GOLD: >*} | *#ɾˌatˈaːɾ# | *#ɾətˈaɾ# | *#ɾətˈaɾ# | *#ɾətˈaɾ# {GOLD: #ɾɔtˈaɾ#}
345    | ... | ... | ... | ... | ... | ... | ... | ... | #rˌɒbɒtˈitɪ# | *#rˌabatˈit# {GOLD: >*} | *#ɾˌabatˈit# | *#ɾˌabətˈit# | *#ɾabətˈit# | *#ɾabətˈit# {GOLD: #ɾɔbtˈit#}
346    | ... | ... | ... | ... | ... | ... | ... | ... | #rˈɒjɪ# | *#rˈaj# {GOLD: >*} | *#ɾˈaj# | *#ɾˈaj# | *#ɾˈaj# | *#ɾˈaj# {GOLD: #ɾˈɔj#}
347    | ... | ... | ... | ... | ... | ... | ... | ... | #rˈɒjɪkɑ# | *#rˈajkə# {GOLD: >*} | *#ɾˈajkə# | *#ɾˈajkə# | *#ɾˈajkə# | *#ɾˈajkə# {GOLD: #ɾˈɔjkə#}
348    | ... | ... | ... | ... | ... | ... | ... | ... | #rˈɒɡɑ# | *#rˈaɡə# {GOLD: >*} | *#ɾˈaɡə# | *#ɾˈaɡə# | *#ɾˈaɡə# | *#ɾˈaɡə# {GOLD: #ɾˈɔɡə#}
349    | ... | ... | ... | ... | ... | ... | ... | ... | #rˈɒbʊ# | *#rˈab# {GOLD: >*} | *#ɾˈab# | *#ɾˈab# | *#ɾˈab# | *#ɾˈab# {GOLD: #ɾˈɔb#}
350    | ... | ... | ... | ... | ... | ... | ... | ... | #rˈunɪt͡sɪ# | *#rˈũːt͡s# {GOLD: >*} | *#ɾˈũːt͡s# | *#ɾˈut͡s# | *#ɾˈut͡s# | *#ɾˈut͡s# {GOLD: #ɾˈuns#}
351    | ... | ... | ... | ... | ... | ... | #rˌɒ̃ɡˈɑtɪ# | *#rˌɒ̃ɡˈɑtɪ# | *#rˌɒ̃ɡˈɑtɪ# | *#rˌãɡˈat# {GOLD: >*} | *#ɾˌə̃ɡˈat# | *#ɾəɡˈat# | *#ɾəɡˈat# | *#ɾəɡˈat# {GOLD: #raɡˈat#}
352    | ... | ... | ... | ... | ... | ... | #rˌɒɡɒʒˈinɑ# | *#rˌɒɡɒʒˈinɑ# | *#rˌɒɡɒʒˈinɑ# | *#rˌaɡaʒˈĩːnə# {GOLD: #rˌɒɡˌɒzˈĩnə#} | *#ɾˌaɡaʒˈĩːɾə# | *#ɾˌaɡəʒˈiɾə# | *#ɾaɡəʒˈiɾə# | *#ɾaɡəʒˈiɾə# {GOLD: #raɡɔzˈinə#}
353    | ... | ... | ... | ... | ... | ... | ... | ... | #xrˌɑnˈit͡sɑ# | *#xrˌãnˈiːt͡sə# {GOLD: >*} | *#hɾˌə̃ɾˈiːt͡sə# | *#hɾəɾˈit͡sə# | *#hɾəɾˈit͡sə# | *#hɾəɾˈit͡sə# {GOLD: #ranˈit͡sə#}
354    | ... | ... | ... | ... | ... | ... | ... | ... | #xrˌɑpˈɑtɪ# | *#xrˌapˈat# {GOLD: >*} | *#hɾˌapˈat# | *#hɾəpˈat# | *#hɾəpˈat# | *#hɾəpˈat# {GOLD: #rapˈat#}
355    | ... | ... | ... | ... | ... | ... | #rˈɑklɑ# | *#rˈɑklɑ# | *#rˈɑklɑ# | *#rˈakʎə# {GOLD: >*} | *#ɾˈakʎə# | *#ɾˈacə# | *#ɾˈacə# | *#ɾˈat͡ʃə# {GOLD: #rˈacɛ#}
356    | ... | ... | ... | ... | ... | ... | ... | ... | #xrˈɑpʊ# | *#xrˈap# {GOLD: >*} | *#hɾˈap# | *#hɾˈap# | *#hɾˈap# | *#hɾˈap# {GOLD: #rˈap#}
357    | ... | ... | ... | ... | ... | ... | #ˈɒrβɛsʊ# | *#ˈɒrβɛʃʊ# | *#ˈɒrβɛʃʊ# | *#hˈaːrvɛʃ# {GOLD: >*} | *#hˈaːɾvɛʃ# | *#hˈaɾvɛʃ# | *#hˈaɾvɛʃ# | *#hˈaɾvɛʃ# {GOLD: #rˈafʃ#}
358    | ... | ... | ... | ... | ... | ... | #rˌækˈɒjɒ̃# | *#rˌækˈɒjɒ̃# | *#rˌækˈɒjɒ̃# | *#rˌɛkˈajã# {GOLD: >*} | *#ɾˌɛkˈajə̃# | *#ɾəkˈajə# | *#ɾəkˈajə# | *#ɾəkˈajə# {GOLD: #rəkˈajə#}
